chapter_number,chapter_country,date,document_type,document_title,release_status,page_count,source_bucket,country_risk_level,country_risk_score,participants,frus_topics,same_date_diary_backup_count,same_date_diary_backup_titles,nearby_high_priority_print_lead_count,nearby_high_priority_print_leads,nearby_print_lead_count_14_days,nearby_public_statement_count_7_days,nearby_public_statements,context_review_note,source_note,pdf_url,catalog_url
3,Brazil,1990-03-23,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,28,"George H. W. Bush; Fernando Collor de Mello","Latin America; South America; Brazil; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 3/23/1990; [Presidential Daily Diary] 3/23/1990",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: March 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-03-23--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428080617
3,Brazil,1990-06-06,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,28,"George H. W. Bush; Fernando Collor de Mello","Latin America; South America; Brazil; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 6/6/1990; [Presidential Daily Diary] 6/6/1990",0,,0,1,"+1d 1990-06-07 - Remarks at a Fundraising Dinner for Gubernatorial Candidate Jim Edgar in Chicago, Illinois","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: June 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-06-06--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428080767
3,Brazil,1990-06-28,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,28,"George H. W. Bush; Fernando Collor de Mello","Latin America; South America; Brazil; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 6/28/1990; [Presidential Daily Diary] 6/28/1990",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: June 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-06-28--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428080813
3,Brazil,1990-10-01,Memcon,Memorandum of Conversation,Full,6,Presidential Memcon Files,Monitor,28,"George H. W. Bush; Fernando Collor de Mello","Latin America; South America; Brazil; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 10/01/1990; [Presidential Daily Diary] 10/01/1990",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: October 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-10-01--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428081095
3,Brazil,1990-12-03,Memcon,Memorandum of Conversation,Full,7,Presidential Memcon Files,Monitor,28,"George H. W. Bush; Fernando Collor de Mello","Latin America; South America; Brazil; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 12/3/1990; [Presidential Daily Diary] 12/3/1990 [EMPTY]",1,"+3d December 6, 1990 - Uruguay Round Report",1,11,"+0d 1990-12-03 - Remarks at a Luncheon for the Business Community in Brasilia, Brazil; +0d 1990-12-03 - Remarks to a Joint Session of the Congress in Brasilia, Brazil; +0d 1990-12-03 - Toast at a State Dinner in Brasilia, Brazil; +1d 1990-12-04 - Question-and-Answer Session With Reporters in Montevideo, Uruguay; +1d 1990-12-04 - Remarks to a Joint Session of the Congress in Montevideo, Uruguay; +2d 1990-12-05 - Question-and-Answer Session With Reporters in Buenos Aires, Argentina; +2d 1990-12-05 - Remarks to a Joint Session of the Congress in Buenos Aires, Argentina; -3d 1990-11-30 - Written Responses to Questions Submitted by the South American Press; -4d 1990-11-29 - Statement by Press Secretary Fitzwater on Argentine and Brazilian Compliance With Nuclear Safeguards and Nonproliferation Regimes; +4d 1990-12-07 - Toast at a State Dinner in Caracas, Venezuela","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: December 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-12-03--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428081233
3,Brazil,1991-06-18,Memcon,Memorandum of Conversation,Full,7,Presidential Memcon Files,Monitor,28,"George H. W. Bush; Fernando Collor de Mello","Latin America; South America; Brazil; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 6/18/1991; [Presidential Daily Diary] 6/18/1991",0,,0,5,"+0d 1991-06-18 - Remarks at the Welcoming Ceremony for President Fernando Collor de Mello of Brazil; +0d 1991-06-18 - Remarks Prior to Discussions With President Fernando Collor de Mello of Brazil; +0d 1991-06-18 - Toasts at the State Dinner for President Fernando Collor de Mello of Brazil; +1d 1991-06-19 - Remarks by President Bush and President Collor of Brazil on Signing an Enterprise for the Americas Initiative Multilateral Trade Agreement; +1d 1991-06-19 - Statement by Press Secretary Fitzwater on the Establishment of the Council on Trade and Investment","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1991-June 1991]: June 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-06-18--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428081693
3,Brazil,1991-09-23,Memcon,Memorandum of Conversation,Full,6,Presidential Memcon Files,Monitor,28,"George H. W. Bush; Fernando Collor de Mello","Latin America; South America; Brazil; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 9/23/1991; [Presidential Daily Diary] 9/23/1991",0,,0,2,"+0d 1991-09-23 - Exchange With Reporters in New York City on the Situation in Iraq; +0d 1991-09-23 - Remarks at a Luncheon Hosted by United Nations Secretary- General Javier Perez de Cuellar in New York City","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1991-December 1991]: September 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-09-23--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428081891
3,Brazil,1992-03-25,Telcon,Memorandum of a Telephone Conversation,Declassified,3,Scowcroft extract,Monitor,28,"George H. W. Bush; Fernando Collor de Mello","Latin America; South America; Brazil; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 3/25/1992; [Presidential Daily Diary] 3/25/1992",0,,0,2,"-1d 1992-03-24 - Message to the Congress on Environmental Goals; -3d 1992-03-22 - The President's News Conference With Chancellor Helmut Kohl of Germany","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91113-003, Presidential Telephone Calls - Memorandum of Conversations 1/2/92 - 4/9/92. Declassified.",documents/brazil/1992-03-25-bush-fernando-collor-de-mello-telcon-91113-003-p45-scowcroft.pdf,https://catalog.archives.gov/id/366551703
3,Brazil,1992-05-12,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,28,"George H. W. Bush; Fernando Collor de Mello","Latin America; South America; Brazil; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 5/12/1992; [Presidential Daily Diary] 5/12/1992",0,,0,3,"+0d 1992-05-12 - Remarks and an Exchange With Reporters Prior to Discussions With United Nations Secretary-General Boutros Boutros-Ghali; +0d 1992-05-12 - Statement on Attending the United Nations Conference on Environment and Development in Rio de Janeiro, Brazil; -4d 1992-05-08 - Nomination of Alexander Fletcher Watson To Be United States Ambassador to Brazil","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1992-June 1992]: May 1992. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-05-12--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428082219
3,Brazil,1992-07-10,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,28,"George H. W. Bush; Fernando Collor de Mello","Latin America; South America; Brazil; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 7/10/1992; [Presidential Daily Diary] 7/10/1992 [EMPTY]",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: July 1992. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-07-10--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428082309
4,Chile,1990-03-30,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Critical,95,"George H. W. Bush; Patricio Aylwin","Latin America; South America; Chile; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 3/30/1990; [Presidential Daily Diary] 3/30/1990",0,,0,1,"+3d 1990-04-02 - Remarks at a Fundraising Dinner for Gubernatorial Candidate George Voinovich in Cincinnati, Ohio","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: March 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-03-30--Aylwin.pdf,https://catalog.archives.gov/id/428080659
4,Chile,1990-10-02,Memcon,Memorandum of Conversation,Full,6,Presidential Memcon Files,Critical,95,"George H. W. Bush; Patricio Aylwin","Latin America; South America; Chile; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 10/2/1990; [Presidential Daily Diary] 10/2/1990",0,,0,1,+0d 1990-10-02 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President Patricio Aylwin Azocar of Chile,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: October 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-10-02--Aylwin.pdf,https://catalog.archives.gov/id/428081115
4,Chile,1992-05-13,Memcon,Memorandum of Conversation,Partial,7,Presidential Memcon Files,Critical,95,"George H. W. Bush; Patricio Aylwin","Latin America; South America; Chile; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 5/13/1992; [Presidential Daily Diary] 5/13/1992",0,,0,4,"+0d 1992-05-13 - Remarks at the Arrival Ceremony for President Patricio Aylwin of Chile; +0d 1992-05-13 - Remarks at the State Dinner for President Patricio Aylwin of Chile; +0d 1992-05-13 - Statement by Press Secretary Fitzwater on the President's Meeting With President Patricio Aylwin of Chile; +4d 1992-05-17 - Remarks at the University of Notre Dame Commencement Ceremony in South Bend, Indiana","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1992-June 1992]: May 1992. Declassified; partial release: Partial.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-05-13--Azocar.pdf,https://catalog.archives.gov/id/428082199
5,Colombia,1989-03-08,Telcon,Memorandum of Telephone Conversation,Full,2,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Virgilio Barco","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 3/8/1989; [Presidential Daily Diary] 3/8/1989",2,"+1d March 9, 1989 - President’s Telephone Call to Colombian President; +1d March 9, 1989 - Presidential Telephone Call to President Barco",3,2,"+1d 1989-03-09 - Remarks to Drug Enforcement Administration Officers in New York, New York; -5d 1989-03-03 - Remarks on Drug Trafficking Prior to a Luncheon With Administration Officials","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: March 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-03-08--Barco.pdf,https://catalog.archives.gov/id/428079919
5,Colombia,1989-04-14,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Virgilio Barco","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 4/14/1989; [Presidential Daily Diary] 4/14/1989",5,"+0d April 14, 1989 - Telephone Call to President Barco of Colombia; +0d April 14, 1989 - Telephone Call to President Barco of Colombia; +0d April 14, 1989 - Talking Points for Phone Call to President Barco; -3d April 11, 1989 - Request for Announcement of Official Visit of; +5d April 19, 1989 - Determination to Authorize Export-Import Bank",10,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: April 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-04-14--Barco.pdf,https://catalog.archives.gov/id/428079963
5,Colombia,1989-05-16,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Virgilio Barco","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 5/16/1989; [Presidential Daily Diary] 5/16/1989",7,"+0d May 16, 1989 - Points to Be Made for the President’s Telephone; +0d May 16, 1989 - Points to Be Made for the President’s Telephone; -1d May 15, 1989 - Panama -- Recommendation That President Bush Telephone; +2d May 18, 1989 - Telephone Conversation Between the President; +2d May 18, 1989 - Telephone Conversation Between the President; -5d May 11, 1989 - Colombian President Virgilio Barco Suggests July 5-7; -5d May 11, 1989 - Colombian President Virgilio Barco Suggests July 5-7",11,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-16--Barco.pdf,https://catalog.archives.gov/id/428082453
5,Colombia,1989-05-31,Telcon,Memorandum of a Telephone Conversation,Declassified,3,Scowcroft extract,Monitor,26,"George H. W. Bush; Virgilio Barco","Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 5/31/1989; [Presidential Daily Diary] 5/31/1989 [EMPTY]",3,"+13d June 13, 1989 - Presidential Determination on Export-Import; -13d May 18, 1989 - Telephone Conversation Between the President; -13d May 18, 1989 - Telephone Conversation Between the President",3,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91111-002, Presidential Telephone Calls - Memorandum of Conversations 5/10/89 - 7/27/89. Declassified.",documents/colombia/1989-05-31-bush-virgilio-barco-telcon-91111-002-p38-scowcroft.pdf,https://catalog.archives.gov/id/366551687
5,Colombia,1989-08-21,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Virgilio Barco","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 8/21/1989; [Presidential Daily Diary] 8/21/1989",13,"+0d August 21, 1989 - Telephone Call by the President to President Barco; +0d August 21, 1989 - Phone Call from President Bush to Colombian President; +0d August 21, 1989 - Phone Call from President Bush to Colombian President; +0d August 21, 1989 - Telephone Call by the President to President Barco; +1d August 22, 1989 - Memorandum of Telephone Conversation with; +1d August 22, 1989 - Memorandum of Telephone Conversation with; +2d August 23, 1989 - Colombian Coffee Complaint; +7d August 28, 1989 - PARTICIPANTS:; +7d August 28, 1989 - Telephone Conversation with Virgilio Barco; +8d August 29, 1989 - Memorandum of Telephone Conversation with",27,6,"+0d 1989-08-21 - Statement by Press Secretary Fitzwater on President Bush's Telephone Conversation With President Virgilio Barco Vargas of Colombia; -2d 1989-08-19 - Statement on the Assassination of Luis Carlos Galan and Colombia- United States Relations; +2d 1989-08-23 - The President's News Conference; +4d 1989-08-25 - Statement on United States Emergency Antidrug Assistance for Colombia; -6d 1989-08-15 - The President's News Conference; +7d 1989-08-28 - Remarks and a Question-and-Answer Session With Reporters in Kennebunkport, Maine","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: August 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-21--Barco.pdf,https://catalog.archives.gov/id/428080207
5,Colombia,1989-08-28,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Virgilio Barco","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 8/28/1989; [Presidential Daily Diary] 8/28/1989",14,"+0d August 28, 1989 - PARTICIPANTS:; +0d August 28, 1989 - Telephone Conversation with Virgilio Barco; +1d August 29, 1989 - Memorandum of Telephone Conversation with; +1d August 29, 1989 - Memorandum of Telephone Conversation with; +5d September 2, 1989 - Talking Points on Narcotics Cooperation; -5d August 23, 1989 - Colombian Coffee Complaint; +5d September 2, 1989 - To: BRENT SCOWCROFT 07; ); From: RICHARD LAMAGNA; -6d August 22, 1989 - Memorandum of Telephone Conversation with; -6d August 22, 1989 - Memorandum of Telephone Conversation with; -7d August 21, 1989 - Telephone Call by the President to President Barco",28,6,"+0d 1989-08-28 - Remarks and a Question-and-Answer Session With Reporters in Kennebunkport, Maine; +1d 1989-08-29 - Exchange With Reporters Following a National Drug Control Strategy Meeting in Kennebunkport, Maine; -3d 1989-08-25 - Statement on United States Emergency Antidrug Assistance for Colombia; +3d 1989-08-31 - News Conference of the President and Prime Minister Brian Mulroney of Canada in Kennebunkport, Maine; -5d 1989-08-23 - The President's News Conference; -7d 1989-08-21 - Statement by Press Secretary Fitzwater on President Bush's Telephone Conversation With President Virgilio Barco Vargas of Colombia","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: August 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-28--Barco.pdf,https://catalog.archives.gov/id/428080215
5,Colombia,1989-09-26,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Virgilio Barco","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 9/26/1989; [Presidential Daily Diary] 9/26/1989",11,"+0d September 26, 1989 - Presidential Meeting with Colombian President; +0d September 26, 1989 - Memorandum of Telephone Conversation with; +0d September 26, 1989 - Memorandum of Telephone Conversation with; +1d September 27, 1989 - Press Release Announcing Colombian President; +1d September 27, 1989 - Press Release Announcing Colombian President; +2d September 28, 1989 - Proposed Press Release Announcing Colombian; +7d October 3, 1989 - Guidance: Colombia Extraditions; -8d September 18, 1989 - Request for Meeting with the President for U.S.; -8d September 18, 1989 - Request for Meeting with the President for U.S.; -10d September 16, 1989 - Meeting with President Bush for the Chiefs of Mission",14,4,"-1d 1989-09-25 - Address to the 44th Session of the United Nations General Assembly in New York, New York; +1d 1989-09-27 - Remarks on the Education Summit and a Question-and-Answer Session With Reporters; +2d 1989-09-28 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President Virgilio Barco Vargas of Colombia; -3d 1989-09-23 - Remarks Announcing the Summit Meeting With Soviet President Gorbachev and a Question-and-Answer Session With Reporters","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: September 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-09-26--Barco.pdf,https://catalog.archives.gov/id/428080265
5,Colombia,1989-09-28,Memcon,Memorandum of Conversation,Full,9,Presidential Memcon Files,Monitor,26,"George H. W. Bush; Virgilio Barco","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 9/28/1989; [Presidential Daily Diary] 9/28/1989 [EMPTY]",11,"+0d September 28, 1989 - Proposed Press Release Announcing Colombian; -1d September 27, 1989 - Press Release Announcing Colombian President; -1d September 27, 1989 - Press Release Announcing Colombian President; -2d September 26, 1989 - Presidential Meeting with Colombian President; -2d September 26, 1989 - Memorandum of Telephone Conversation with; -2d September 26, 1989 - Memorandum of Telephone Conversation with; +5d October 3, 1989 - Guidance: Colombia Extraditions; -10d September 18, 1989 - Request for Meeting with the President for U.S.; -10d September 18, 1989 - Request for Meeting with the President for U.S.; -12d September 16, 1989 - Meeting with President Bush for the Chiefs of Mission",14,4,"+0d 1989-09-28 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President Virgilio Barco Vargas of Colombia; -1d 1989-09-27 - Remarks on the Education Summit and a Question-and-Answer Session With Reporters; -3d 1989-09-25 - Address to the 44th Session of the United Nations General Assembly in New York, New York; -5d 1989-09-23 - Remarks Announcing the Summit Meeting With Soviet President Gorbachev and a Question-and-Answer Session With Reporters","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons) - June 1989-December 1989]: September 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-28--Barco.pdf,https://catalog.archives.gov/id/428080241
5,Colombia,1989-10-30,Telcon,Memorandum of Telephone Conversation,Full,2,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Virgilio Barco","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 10/30/1989; [Presidential Daily Diary] 10/30/1989",12,"+0d October 30, 1989 - Telephone Call to Colombian President; +0d October 30, 1989 - Telephone Call to Colombian President; +0d October 30, 1989 - Telephone Conversation with President Barco; +0d October 30, 1989 - Telephone Conversation with President Barco; +2d November 1, 1989 - Deputies Committee Meeting, Thursday,; +2d November 1, 1989 - Colombian Request for Additional Economic; +2d November 1, 1989 - Summary of Main Points in the President’s; +2d November 1, 1989 - Summary of Main Points in the President’s; -5d October 25, 1989 - Andean Trade Package; -12d October 18, 1989 - Draft Repiv from the Presicent to Colomhian Presicert",18,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: October 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-10-30--Barco.pdf,https://catalog.archives.gov/id/428080315
5,Colombia,1989-11-27,Telcon,Memorandum of Telephone Conversation,Partial,5,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Virgilio Barco","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 11/27/1989; [Presidential Daily Diary] 11/27/1989 [EMPTY]",9,"+1d November 28, 1989 - Memorandum of Telephone Conversation with; +1d November 28, 1989 - Memorandum of Telephone Conversation with; -5d November 22, 1989 - Security Survey of Cartagena, Colombia; -5d November 22, 1989 - Security Survey of Cartagena, Colombia; -5d November 22, 1989 - Telephone Call to Colombian President; +7d December 4, 1989 - Report by Bruce Gelb on His Trip to the Andean; +7d December 4, 1989 - Report by Bruce Gelb on His Trip to the Andean; +7d December 4, 1989 - Proposed U.S.-Andean Public Awareness; +8d December 5, 1989 - Letter Re Candidate for President of Colombia",16,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989. Declassified; partial release: Partial.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-27--Barco.pdf,https://catalog.archives.gov/id/428080357
5,Colombia,1989-12-20,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Virgilio Barco","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 12/20/1989; [Presidential Daily Diary] 12/20/1989 [EMPTY]",10,"+0d December 20, 1989 - Telephone Conversation with President Barco; +0d December 20, 1989 - Telephone Conversation with President Barco; -1d December 19, 1989 - Your Meeting with U.S. Ambassador to Colombia; -1d December 19, 1989 - Your Meeting with U.S. Ambassador to Colombia; +1d December 21, 1989 - Memorandum of Telephone Conversation with; -2d December 18, 1989 - Appointment Request with the President; -5d December 15, 1989 - Request for an Appointment by U.S. to; -5d December 15, 1989 - To: BRENT SCOWCROFT fo; From: WILLIAM T. PRYCE oe am b.; +6d December 26, 1989 - Colombian Confiscation of U.S. Corporate Jets; +7d December 27, 1989 - Andean Summit -- First Good News, Then Bad, Then Good",13,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: December 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-12-20--Barco.pdf,https://catalog.archives.gov/id/428080421
