chapter_number,chapter_country,date,document_type,document_title,release_status,page_count,source_bucket,country_risk_level,country_risk_score,participants,frus_topics,same_date_diary_backup_count,same_date_diary_backup_titles,nearby_high_priority_print_lead_count,nearby_high_priority_print_leads,nearby_print_lead_count_14_days,nearby_public_statement_count_7_days,nearby_public_statements,context_review_note,source_note,pdf_url,catalog_url
1,Argentina,1990-12-05,Memcon,Memorandum of Conversation,Declassified,5,Scowcroft extract,Monitor,26,"George H. W. Bush; Carlos Saul Menem","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 12/5/1990; [Presidential Daily Diary] 12/5/1990 [EMPTY]",1,"+1d December 6, 1990 - Uruguay Round Report",1,12,"+0d 1990-12-05 - Question-and-Answer Session With Reporters in Buenos Aires, Argentina; +0d 1990-12-05 - Remarks to a Joint Session of the Congress in Buenos Aires, Argentina; +0d 1990-12-05 - Toast at a State Dinner in Buenos Aires, Argentina; -1d 1990-12-04 - Question-and-Answer Session With Reporters in Montevideo, Uruguay; -1d 1990-12-04 - Remarks to a Joint Session of the Congress in Montevideo, Uruguay; -2d 1990-12-03 - Remarks at a Luncheon for the Business Community in Brasilia, Brazil; -2d 1990-12-03 - Remarks to a Joint Session of the Congress in Brasilia, Brazil; +2d 1990-12-07 - Toast at a State Dinner in Caracas, Venezuela; +3d 1990-12-08 - Remarks at a Luncheon Hosted by the Venezuelan-American Chambers of Commerce in Caracas, Venezuela; -5d 1990-11-30 - Written Responses to Questions Submitted by the South American Press","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91108-003, Presidential Meetings - Memorandum of Conversations 11/13/90 - 12/21/90. Declassified.",documents/argentina/1990-12-05-bush-carlos-saul-menem-memcon-91108-003-p112-scowcroft.pdf,https://catalog.archives.gov/id/366551672
1,Argentina,1990-12-05,Memcon,Memorandum of Conversation,Full,6,Presidential Memcon Files,Monitor,26,"George H. W. Bush; Carlos Menem","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 12/5/1990; [Presidential Daily Diary] 12/5/1990 [EMPTY]",1,"+1d December 6, 1990 - Uruguay Round Report",1,12,"+0d 1990-12-05 - Question-and-Answer Session With Reporters in Buenos Aires, Argentina; +0d 1990-12-05 - Remarks to a Joint Session of the Congress in Buenos Aires, Argentina; +0d 1990-12-05 - Toast at a State Dinner in Buenos Aires, Argentina; -1d 1990-12-04 - Question-and-Answer Session With Reporters in Montevideo, Uruguay; -1d 1990-12-04 - Remarks to a Joint Session of the Congress in Montevideo, Uruguay; -2d 1990-12-03 - Remarks at a Luncheon for the Business Community in Brasilia, Brazil; -2d 1990-12-03 - Remarks to a Joint Session of the Congress in Brasilia, Brazil; +2d 1990-12-07 - Toast at a State Dinner in Caracas, Venezuela; +3d 1990-12-08 - Remarks at a Luncheon Hosted by the Venezuelan-American Chambers of Commerce in Caracas, Venezuela; -5d 1990-11-30 - Written Responses to Questions Submitted by the South American Press","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: December 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-12-05--Menem.pdf,https://catalog.archives.gov/id/428081237
1,Argentina,1991-01-14,Telcon,Memorandum of a Telephone Conversation,Declassified,2,Scowcroft extract,Monitor,26,"George H. W. Bush; Carlos Saul Menem","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 1/14/1991; [Presidential Daily Diary] 1/14/1991",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-004, Presidential Telephone Calls - Memorandum of Conversations 1/1/91 - 1/28/91. Declassified.",documents/argentina/1991-01-14-bush-carlos-saul-menem-telcon-91112-004-p45-scowcroft.pdf,https://catalog.archives.gov/id/366551696
1,Argentina,1991-01-14,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Carlos Menem","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 1/14/1991; [Presidential Daily Diary] 1/14/1991",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: January 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-14--Menem.pdf,https://catalog.archives.gov/id/428081341
1,Argentina,1991-01-19,Telcon,Memorandum of a Telephone Conversation,Declassified,2,Scowcroft extract,Monitor,26,"George H. W. Bush; Carlos Saul Menem","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 1/19/1991; [Presidential Daily Diary] 1/19/1991",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-004, Presidential Telephone Calls - Memorandum of Conversations 1/1/91 - 1/28/91. Declassified.",documents/argentina/1991-01-19-bush-carlos-saul-menem-telcon-91112-004-p71-scowcroft.pdf,https://catalog.archives.gov/id/366551696
1,Argentina,1991-01-19,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Carlos Menem","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 1/19/1991; [Presidential Daily Diary] 1/19/1991",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: January 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-19--Menem.pdf,https://catalog.archives.gov/id/428081361
1,Argentina,1991-02-08,Telcon,Memorandum of a Telephone Conversation,Declassified,3,Scowcroft extract,Monitor,26,"George H. W. Bush; Carlos Saul Menem","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 2/8/1991; [Presidential Daily Diary] 2/8/1991",0,,0,1,+0d 1991-02-08 - Exchange With Reporters on the Persian Gulf Conflict,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-005, Presidential Telephone Calls - Memorandum of Conversations 1/30/91 - 2/22/91. Declassified.",documents/argentina/1991-02-08-bush-carlos-saul-menem-telcon-91112-005-p49-scowcroft.pdf,https://catalog.archives.gov/id/366551697
1,Argentina,1991-02-08,Memcon,Memorandum of Conversation,Full,5,Presidential Memcon Files,Monitor,26,"George H. W. Bush; Guido Di Tella","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 2/8/1991; [Presidential Daily Diary] 2/8/1991",0,,0,1,+0d 1991-02-08 - Exchange With Reporters on the Persian Gulf Conflict,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1991-June 1991]: February 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-02-08--Di-Tella.pdf,https://catalog.archives.gov/id/428081425
1,Argentina,1991-02-08,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Carlos Menem","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 2/8/1991; [Presidential Daily Diary] 2/8/1991",0,,0,1,+0d 1991-02-08 - Exchange With Reporters on the Persian Gulf Conflict,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [1]. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-08--Menem.pdf,https://catalog.archives.gov/id/428081437
1,Argentina,1991-03-04,Telcon,Memorandum of a Telephone Conversation,Declassified,3,Scowcroft extract,Monitor,26,"George H. W. Bush; Carlos Saul Menem","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 3/4/1991; [Presidential Daily Diary] 3/4/1991",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-006, Presidential Telephone Calls - Memorandum of Conversations 2/22/91 - 3/6/91. Declassified.",documents/argentina/1991-03-04-bush-carlos-saul-menem-telcon-91112-006-p76-scowcroft.pdf,https://catalog.archives.gov/id/366551698
1,Argentina,1991-03-04,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Carlos Menem","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 3/4/1991; [Presidential Daily Diary] 3/4/1991",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: March 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-03-04--Menem.pdf,https://catalog.archives.gov/id/428081559
1,Argentina,1991-08-20,Telcon,Memorandum of a Telephone Conversation,Declassified,2,Scowcroft extract,Monitor,26,"George H. W. Bush; Carlos Saul Menem","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 8/20/1991; [Presidential Daily Diary] 8/20/1991",0,,0,1,"+1d 1991-08-21 - The President's News Conference in Kennebunkport, Maine, on the Attempted Coup in the Soviet Union","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91113-001, Presidential Telephone Calls - Memorandum of Conversations 8/5/91 - 9/25/91. Declassified.",documents/argentina/1991-08-20-bush-carlos-saul-menem-telcon-91113-001-p44-scowcroft.pdf,https://catalog.archives.gov/id/366551701
1,Argentina,1991-08-20,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Carlos Menem","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 8/20/1991; [Presidential Daily Diary] 8/20/1991",0,,0,1,"+1d 1991-08-21 - The President's News Conference in Kennebunkport, Maine, on the Attempted Coup in the Soviet Union","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: August 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-08-20--Menem.pdf,https://catalog.archives.gov/id/428081839
1,Argentina,1991-11-14,Memcon,Memorandum of Conversation,Full,5,Presidential Memcon Files,Monitor,26,"George H. W. Bush; Carlos Menem","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 11/14/1991; [Presidential Daily Diary] 11/14/1991",0,,0,2,"+0d 1991-11-14 - Remarks at the Welcoming Ceremony for President Carlos Menem of Argentina; +0d 1991-11-14 - Statement by Press Secretary Fitzwater on the President's Meeting with President Levon Ter-Petrosian of Armenia","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1991-December 1991]: November 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-11-14--Menem.pdf,https://catalog.archives.gov/id/428082023
1,Argentina,1992-01-16,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Carlos Menem","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 1/16/1992; [Presidential Daily Diary] 1/16/1992",0,,0,1,-1d 1992-01-15 - Remarks to Liberty Mutual Insurance Employees in Dover,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1992-June 1992]: January 1992. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-01-16--Menem.pdf,https://catalog.archives.gov/id/428082119
1,Argentina,1992-04-07,Telcon,Memorandum of Telephone Conversation,Partial,3,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Carlos Menem","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 4/7/1992; [Presidential Daily Diary] 4/7/1992",0,,0,3,"+2d 1992-04-09 - Remarks to the American Society of Newspaper Editors; +3d 1992-04-10 - The President's News Conference; -7d 1992-03-31 - Message to the Congress Reporting on the National Emergency With Respect to Export Controls","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1992-June 1992]: April 1992. Declassified; partial release: Partial.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-04-07--Menem.pdf,https://catalog.archives.gov/id/428082165
1,Argentina,1992-10-31,Telcon,Memorandum of a Telephone Conversation,Declassified,2,Scowcroft extract,Monitor,26,"George H. W. Bush; Carlos Saul Menem","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 10/31/1992; [Presidential Daily Diary] 10/31/1992",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91113-005, Presidential Telephone Calls - Memorandum of Conversations 7/10/92 - 11/5/92. Declassified.",documents/argentina/1992-10-31-bush-carlos-saul-menem-telcon-91113-005-p70-scowcroft.pdf,https://catalog.archives.gov/id/366551705
1,Argentina,1992-11-05,Telcon,Memorandum of a Telephone Conversation,Declassified,2,Scowcroft extract,Monitor,26,"George H. W. Bush; Carlos Saul Menem","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 11/5/1992; [Presidential Daily Diary] 11/5/1992",0,,0,1,+6d 1992-11-11 - Letter to Congressional Leaders on Continuation of the National Emergency Regarding Chemical and Biological Weapons Proliferation,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91113-005, Presidential Telephone Calls - Memorandum of Conversations 7/10/92 - 11/5/92. Declassified.",documents/argentina/1992-11-05-bush-carlos-saul-menem-telcon-91113-005-p83-scowcroft.pdf,https://catalog.archives.gov/id/366551705
1,Argentina,1992-11-05,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Carlos Menem","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 11/5/1992; [Presidential Daily Diary] 11/5/1992",0,,0,1,+6d 1992-11-11 - Letter to Congressional Leaders on Continuation of the National Emergency Regarding Chemical and Biological Weapons Proliferation,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: November 1992. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-11-05--Menem.pdf,https://catalog.archives.gov/id/428082357
1,Argentina,1992-12-01,Telcon,Memorandum of a Telephone Conversation,Declassified,3,Scowcroft extract,Monitor,26,"George H. W. Bush; Carlos Saul Menem","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 12/01/1992; [Presidential Daily Diary] 12/01/1992",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91113-006, Presidential Telephone Calls - Memorandum of Conversations 11/5/92 - 1/2/93. Declassified.",documents/argentina/1992-12-01-bush-carlos-saul-menem-telcon-91113-006-p34-scowcroft.pdf,https://catalog.archives.gov/id/366551706
1,Argentina,1992-12-01,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Carlos Menem","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 12/01/1992; [Presidential Daily Diary] 12/01/1992",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: December 1992. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-01--Menem.pdf,https://catalog.archives.gov/id/428082385
2,Bolivia,1989-07-07,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Critical,95,"George H. W. Bush; Victor Paz Estenssoro","Latin America; South America; Bolivia; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 7/7/1989; [Presidential Daily Diary] 7/7/1989",6,"+5d July 12, 1989 - The President’s Telephone Conversation with; +6d July 13, 1989 - Recommendation that the President Name an Official; -7d June 30, 1989 - U.S. Delegation to the Inauguration of the New; -7d June 30, 1989 - Vice President’s Trip t outh America; -7d June 30, 1989 - Vice President's Trip to South America; -7d June 30, 1989 - Vice President’s Trip to South America",15,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: July 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-07-07--Estenssoro.pdf,https://catalog.archives.gov/id/428080119
2,Bolivia,1990-02-15,Memcon,Memorandum of Conversation,Declassified,7,Scowcroft extract,Critical,95,"George H. W. Bush; Jaime Paz Zamora","Latin America; South America; Bolivia; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 2/15/1990; [Presidential Daily Diary] 2/15/1990",0,,0,4,"+0d 1990-02-15 - Statement on the Drug Summit in Cartagena, Colombia; +0d 1990-02-15 - The President's News Conference Following the Drug Summit in Cartagena, Colombia; -3d 1990-02-12 - The President's News Conference; +6d 1990-02-21 - Remarks and a Question-and-Answer Session at the Annual Dinner of the Business Council","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91107-007, Presidential Meetings - Memorandum of Conversations 1/11/90 - 2/21/90. Declassified.",documents/bolivia/1990-02-15-bush-jaime-paz-zamora-memcon-91107-007-p73-scowcroft.pdf,https://catalog.archives.gov/id/366551666
2,Bolivia,1990-05-08,Memcon,Memorandum of Conversation,Partial,6,Presidential Memcon Files,Critical,95,"George H. W. Bush; Jaime Paz Zamora","Latin America; South America; Bolivia; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 5/8/1990; [Presidential Daily Diary] 5/8/1990",0,,0,2,"+0d 1990-05-08 - Remarks Following Discussions With President Jaime Paz Zamora of Bolivia; -1d 1990-05-07 - Statement by Press Secretary Fitzwater Announcing Importation Restrictions on Archeological Treasures From Peru","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1990-June 1990]: May 1990. Declassified; partial release: Partial.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-05-08--Zamora-2.pdf,https://catalog.archives.gov/id/428080687
2,Bolivia,1990-05-08,Memcon,Memorandum of Conversation,Full,5,Presidential Memcon Files,Critical,95,"George H. W. Bush; Jaime Paz Zamora","Latin America; South America; Bolivia; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 5/8/1990; [Presidential Daily Diary] 5/8/1990",0,,0,2,"+0d 1990-05-08 - Remarks Following Discussions With President Jaime Paz Zamora of Bolivia; -1d 1990-05-07 - Statement by Press Secretary Fitzwater Announcing Importation Restrictions on Archeological Treasures From Peru","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1990-June 1990]: May 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-05-08--Zamora-1.pdf,https://catalog.archives.gov/id/428080685
3,Brazil,1989-02-25,Memcon,Memorandum of Conversation,Full,5,Presidential Memcon Files,Monitor,28,"George H. W. Bush; Jose Sarney","Latin America; South America; Brazil; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 2/25/1989; [Presidential Daily Diary] 2/25/1989 [EMPTY]",8,"+0d February 25, 1989 - President's Meeting with President; -2d February 23, 1989 - Background for the President’s Meeting with Sarney; -7d February 18, 1989 - Letter to President Sarney of Brazil on the; -8d February 17, 1989 - Letter to OAS Secretary General Baena Soares; -9d February 16, 1989 - Letter to President Sarney of Brazil; -9d February 16, 1989 - Presidential Letter to Brazilian President; -9d February 16, 1989 - Presidential Letter to Brazilian President; +13d MARCH 10, 1989 - WRITES REGARDING DISCUSSIONS WITH JAPANESE",11,2,"+0d 1989-02-25 - The President's News Conference in Tokyo; +2d 1989-02-27 - Remarks Upon Returning From a Trip to the Far East","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1989-May 1989]: February 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-02-25--Sarney.pdf,https://catalog.archives.gov/id/428079873
3,Brazil,1989-05-17,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,28,"George H. W. Bush; Jose Sarney","Latin America; South America; Brazil; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 5/17/1989; [Presidential Daily Diary] 5/17/1989",8,"+0d May 17, 1989 - Recommended Presidential Phone Call to Brazilian; +0d May 17, 1989 - Recommended Presidential Phone Call to Brazilian; +0d May 17, 1989 - Telephone Call from President Bush to; +0d May 17, 1989 - Telephone Call from President Bush to; +2d May 19, 1989 - NATIONAL SECURITY COUNCIL; +2d May 19, 1989 - The President’s Telephone Conversation with; -7d May 10, 1989 - PCC Meeting on Managing Issues and Relations: Brazil; -12d May 5, 1989 - To: CAROLYN ATKINSON; From: RE:",8,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-17--Sarney.pdf,https://catalog.archives.gov/id/428082459
3,Brazil,1989-09-25,Memcon,Memorandum of Conversation,Unrestricted,2,Presidential Memcon Files,Monitor,28,"George H. W. Bush; Jose Sarney","Latin America; South America; Brazil; Presidential Memcon Files; Memcon",2,"[Presidential Daily Backup] 9/25/1989; [Presidential Daily Diary] 9/25/1989",0,,1,2,"-7d 1989-09-18 - Nomination of Richard H. Melton To Be United States Ambassador to Brazil; -7d 1989-09-18 - Remarks at the Montana Centennial Celebration in Helena","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files. Access restriction: Unrestricted.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-25--Sarney.pdf,https://catalog.archives.gov/id/428080259
3,Brazil,1990-01-26,Memcon,Memorandum of Conversation,Unrestricted,2,Presidential Memcon Files,Monitor,28,"George H. W. Bush; Fernando Collor de Mello","Latin America; South America; Brazil; Presidential Memcon Files; Memcon",2,"[Presidential Daily Backup] 1/26/1990; [Presidential Daily Diary] 1/26/1990",0,,0,1,+0d 1990-01-26 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President-Elect Fernando Collor de Mello of Brazil,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files. Access restriction: Unrestricted.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-01-26--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428080489
